case_id,patient,sequence,t1c_bytes,t1c_shape,t1c_min,t1c_max,t1c_mean,t1c_std,t1c_nonzero_pct,t1n_bytes,t1n_shape,t1n_min,t1n_max,t1n_mean,t1n_std,t1n_nonzero_pct,t2f_bytes,t2f_shape,t2f_min,t2f_max,t2f_mean,t2f_std,t2f_nonzero_pct,t2w_bytes,t2w_shape,t2w_min,t2w_max,t2w_mean,t2w_std,t2w_nonzero_pct,seg_bytes,seg_shape,seg_nunique,seg_non-enhancing core (NCR)_voxels,seg_non-enhancing core (NCR)_mm3,seg_whole tumor (WST)_voxels,seg_whole tumor (WST)_mm3,tumor_tumor_core_voxels,tumor_tumor_core_mm3,tumor_whole_tumor_voxels,tumor_whole_tumor_mm3,tumor_edema_only_voxels,tumor_edema_only_mm3,tumor_enhancing_only_voxels,tumor_enhancing_only_mm3,tumor_volume_fraction,seg_enhancing core (ET)_voxels,seg_enhancing core (ET)_mm3,seg_edema (ET)_voxels,seg_edema (ET)_mm3
BraTS-GLI-00020-100,00020,100,6165634,"182,218,182",0.0,10128.0791015625,637.9967651367188,1254.3843994140625,23.905308825663703,6236979,"182,218,182",0.0,4045.1396484375,428.8197021484375,824.4110717773438,23.905308825663703,6187192,"182,218,182",0.0,3022.50634765625,239.0764923095703,480.0003967285156,23.907649211359264,6209843,"182,218,182",0.0,3934.225341796875,354.5888671875,716.868408203125,23.905308825663703,65500,"182,218,182",5,98437,98437.0,1660.0,1660.0,120358,120358.0,1660,1660.0,1449,1449.0,21921,21921.0,0.0002298840387357375,21921.0,21921.0,1449.0,1449.0
BraTS-GLI-00020-101,00020,101,5881349,"182,218,182",0.0,9968.00390625,715.9130859375,1404.0518798828125,23.08285020756036,5959298,"182,218,182",0.0,5160.24462890625,549.3372802734375,1059.958251953125,23.08285020756036,5948796,"182,218,182",0.0,2657.548095703125,230.82847595214844,468.4403076171875,23.08285020756036,5968897,"182,218,182",0.0,4657.32568359375,420.9906921386719,853.757568359375,23.08285020756036,68888,"182,218,182",5,103712,103712.0,1702.0,1702.0,132727,132727.0,1702,1702.0,1750,1750.0,29015,29015.0,0.00023570038188447303,29015.0,29015.0,1750.0,1750.0
BraTS-GLI-00027-100,00027,100,5819867,"182,218,182",0.0,10074.6640625,576.2096557617188,1125.4434814453125,22.825892476310866,5927251,"182,218,182",0.0,3767.62109375,403.2989196777344,782.4398803710938,22.825892476310866,5843676,"182,218,182",0.0,2671.44580078125,228.26487731933594,458.6557312011719,22.826487959061808,5851749,"182,218,182",0.0,2661.341552734375,173.83175659179688,363.0047912597656,22.825892476310866,40801,"182,218,182",4,35038,35038.0,3228.0,3228.0,39428,39428.0,3228,3228.0,0,0.0,4390,4390.0,0.0004470275162885305,4390.0,4390.0,,
BraTS-GLI-00027-101,00027,101,5519774,"182,218,182",0.0,9281.8291015625,483.7200927734375,958.29296875,21.74672539880726,5605441,"182,218,182",0.0,3939.6533203125,398.4835205078125,786.3373413085938,21.74672539880726,5536656,"182,218,182",0.0,2566.978515625,217.4672393798828,443.49639892578125,21.74672539880726,5511898,"182,218,182",0.0,2776.0009765625,171.77505493164062,369.24365234375,21.74672539880726,40993,"182,218,182",5,33102,33102.0,2566.0,2566.0,39720,39720.0,2566,2566.0,75,75.0,6618,6618.0,0.0003553508695156039,6618.0,6618.0,75.0,75.0
BraTS-GLI-00033-100,00033,100,5231641,"182,218,182",0.0,6963.68359375,423.8727111816406,881.5658569335938,20.293193549066117,5250318,"182,218,182",0.0,3618.11181640625,349.6697082519531,722.9330444335938,20.293193549066117,5318392,"182,218,182",0.0,1284.553466796875,101.4449691772461,217.63690185546875,20.292570369443037,5263893,"182,218,182",0.0,2777.308349609375,166.29588317871094,390.01922607421875,20.293193549066117,43369,"182,218,182",3,14262,14262.0,71532.0,71532.0,14262,14262.0,71532,71532.0,0,0.0,0,0.0,0.009906063288460708,,,,
BraTS-GLI-00033-101,00033,101,4943554,"182,218,182",0.0,8059.74853515625,468.048095703125,986.2395629882812,19.568504889605805,4967445,"182,218,182",0.0,3739.69970703125,326.0947570800781,677.4598388671875,19.568504889605805,5085977,"182,218,182",0.0,1411.441650390625,104.82427978515625,226.3530731201172,19.568504889605805,5025039,"182,218,182",0.0,2462.455322265625,151.38644409179688,350.43682861328125,19.568504889605805,42822,"182,218,182",3,12445,12445.0,67924.0,67924.0,12445,12445.0,67924,67924.0,0,0.0,0,0.0,0.009406411715112188,,,,
BraTS-GLI-00046-100,00046,100,4870300,"182,218,182",0.0,8523.6220703125,398.20263671875,890.634033203125,18.67575161001918,4890444,"182,218,182",0.0,3227.96240234375,315.3275451660156,705.4286499023438,18.67575161001918,4849056,"182,218,182",0.0,2126.99609375,152.3507843017578,349.9975280761719,18.675516186606014,4855757,"182,218,182",0.0,4958.97412109375,230.90914916992188,594.3661499023438,18.67575161001918,39446,"182,218,182",5,20851,20851.0,4290.0,4290.0,27038,27038.0,4290,4290.0,63,63.0,6187,6187.0,0.0005940979073351288,6187.0,6187.0,63.0,63.0
BraTS-GLI-00046-101,00046,101,4699262,"182,218,182",0.0,10594.953125,572.4405517578125,1270.9068603515625,18.489864052672804,4805359,"182,218,182",0.0,4318.5869140625,378.16064453125,838.1002197265625,18.489864052672804,4762058,"182,218,182",0.0,2635.573974609375,178.72975158691406,410.83447265625,18.489864052672804,4708678,"182,218,182",0.0,3269.9970703125,210.75262451171875,488.6329040527344,18.489864052672804,53954,"182,218,182",5,64644,64644.0,9469.0,9469.0,89950,89950.0,9469,9469.0,4912,4912.0,25306,25306.0,0.001311308411318493,25306.0,25306.0,4912.0,4912.0
BraTS-GLI-00060-100,00060,100,6313117,"182,218,182",0.0,6819.109375,471.3014221191406,884.3634643554688,24.343639524101267,6189926,"182,218,182",0.0,4056.98291015625,368.0610046386719,684.777587890625,24.343639524101267,6368616,"182,218,182",0.0,1389.87744140625,120.81033325195312,236.74099731445312,24.317895281450074,6315413,"182,218,182",0.0,3001.1083984375,265.6938781738281,569.8005981445312,24.343639524101267,53560,"182,218,182",5,65043,65043.0,1638.0,1638.0,74847,74847.0,1638,1638.0,165,165.0,9804,9804.0,0.00022683738280068554,9804.0,9804.0,165.0,165.0
BraTS-GLI-00060-101,00060,101,6160382,"182,218,182",0.0,7718.25,501.38751220703125,932.3892822265625,24.15880444789609,6192227,"182,218,182",0.0,4235.6455078125,401.18194580078125,744.2581787109375,24.15880444789609,6266279,"182,218,182",0.0,1593.2774658203125,132.76658630371094,259.5246887207031,24.15880444789609,6224979,"182,218,182",0.0,3086.101806640625,252.5091094970703,540.083984375,24.15880444789609,54808,"182,218,182",4,68065,68065.0,2309.0,2309.0,78952,78952.0,2309,2309.0,0,0.0,10887,10887.0,0.0003197603888197698,10887.0,10887.0,,
BraTS-GLI-00063-100,00063,100,6151518,"182,218,182",0.0,9994.451171875,556.6370849609375,1052.626220703125,23.95312747540795,6150326,"182,218,182",0.0,10014.3779296875,557.9039306640625,1055.20751953125,23.95312747540795,6137419,"182,218,182",0.0,2097.366455078125,188.19113159179688,360.7982482910156,23.953072081663674,6179595,"182,218,182",0.0,4811.27734375,378.5488586425781,739.4793090820312,23.95312747540795,32505,"182,218,182",4,9928,9928.0,,,10797,10797.0,0,0.0,108,108.0,869,869.0,0.0,869.0,869.0,108.0,108.0
BraTS-GLI-00063-101,00063,101,5832264,"182,218,182",0.0,13797.6123046875,869.400390625,1657.1536865234375,23.404757103970734,5977653,"182,218,182",0.0,4756.64697265625,660.202880859375,1245.279052734375,23.404757103970734,5948866,"182,218,182",0.0,2325.8203125,212.63197326660156,409.63165283203125,23.404757103970734,5940778,"182,218,182",0.0,4095.06884765625,306.28228759765625,601.8997192382812,23.404757103970734,44515,"182,218,182",4,67172,67172.0,,,77044,77044.0,0,0.0,283,283.0,9872,9872.0,0.0,9872.0,9872.0,283.0,283.0
BraTS-GLI-00078-100,00078,100,5968768,"182,218,182",0.0,8138.31103515625,562.7989501953125,1093.94189453125,23.13627747391232,6040418,"182,218,182",0.0,3220.518310546875,384.7371826171875,758.369140625,23.13627747391232,6010910,"182,218,182",0.0,2001.458984375,151.66665649414062,304.7453918457031,23.13744074254206,6060338,"182,218,182",0.0,5803.92919921875,517.4093627929688,1041.5228271484375,23.13627747391232,53824,"182,218,182",3,67561,67561.0,4770.0,4770.0,67561,67561.0,4770,4770.0,0,0.0,0,0.0,0.0006605704004635348,,,,
BraTS-GLI-00078-101,00078,101,5654012,"182,218,182",0.0,6262.20947265625,418.32354736328125,837.9959106445312,21.96619541361955,5694570,"182,218,182",0.0,3628.91845703125,372.310546875,747.664306640625,21.96619541361955,5667362,"182,218,182",0.0,2151.461669921875,141.82106018066406,295.0032958984375,21.96619541361955,5696378,"182,218,182",0.0,5975.77978515625,488.5550842285156,999.2747802734375,21.96619541361955,54113,"182,218,182",3,71869,71869.0,4735.0,4735.0,71869,71869.0,4735,4735.0,0,0.0,0,0.0,0.0006557234478395885,,,,
BraTS-GLI-00080-100,00080,100,5072946,"182,218,182",0.0,6986.3125,425.60626220703125,896.8582763671875,19.703845655302455,5044195,"182,218,182",0.0,4262.451171875,526.1195678710938,1109.5927734375,19.703845655302455,5147692,"182,218,182",0.0,1372.7537841796875,111.80320739746094,243.3148193359375,19.70399798809921,5161050,"182,218,182",0.0,2475.937744140625,139.1054229736328,323.02947998046875,19.703845655302455,41244,"182,218,182",5,25178,25178.0,1528.0,1528.0,34378,34378.0,1528,1528.0,4114,4114.0,9200,9200.0,0.00021160410312542584,9200.0,9200.0,4114.0,4114.0
BraTS-GLI-00080-101,00080,101,5042023,"182,218,182",0.0,8920.189453125,480.0671691894531,1013.9497680664062,19.760831969723995,5131619,"182,218,182",0.0,3736.675537109375,398.00390625,836.652099609375,19.760831969723995,5050510,"182,218,182",0.0,2730.577392578125,150.474365234375,327.46319580078125,19.760831969723995,5091289,"182,218,182",0.0,6475.6455078125,365.4620056152344,814.848388671875,19.760831969723995,54971,"182,218,182",5,80459,80459.0,1167.0,1167.0,102854,102854.0,1167,1167.0,5587,5587.0,22395,22395.0,0.00016161124891843714,22395.0,22395.0,5587.0,5587.0
BraTS-GLI-00085-100,00085,100,5964540,"182,218,182",0.0,7771.83984375,464.42816162109375,894.3851928710938,23.08433199021968,5963039,"182,218,182",0.0,3763.885009765625,512.073974609375,979.9129028320312,23.08433199021968,6040651,"182,218,182",0.0,1372.4278564453125,114.77068328857422,226.6246795654297,23.08424889960327,6014951,"182,218,182",0.0,2688.692626953125,174.0955047607422,369.0964050292969,23.08433199021968,36905,"182,218,182",3,12467,12467.0,15512.0,15512.0,12467,12467.0,15512,15512.0,0,0.0,0,0.0,0.002148169402932988,,,,
BraTS-GLI-00085-101,00085,101,5671870,"182,218,182",0.0,6026.44970703125,418.071533203125,807.6558837890625,22.208169137043015,5703470,"182,218,182",0.0,3947.984619140625,494.4293212890625,952.607421875,22.208169137043015,5778037,"182,218,182",0.0,1389.879150390625,114.00636291503906,228.7515411376953,22.208169137043015,5719108,"182,218,182",0.0,2751.53857421875,166.76779174804688,365.6267395019531,22.208169137043015,38910,"182,218,182",3,18245,18245.0,13241.0,13241.0,18245,18245.0,13241,13241.0,0,0.0,0,0.0,0.001833671419819217,,,,
BraTS-GLI-00096-101,00096,101,5412964,"182,218,182",0.0,6635.8974609375,462.4853210449219,914.2000122070312,21.31547125120066,5478382,"182,218,182",0.0,4144.18994140625,407.16497802734375,800.2630615234375,21.31547125120066,5533222,"182,218,182",0.0,1448.627685546875,116.94969940185547,238.6986083984375,21.31547125120066,5478906,"182,218,182",0.0,2480.854248046875,152.99107360839844,326.7020568847656,21.31547125120066,51658,"182,218,182",5,78817,78817.0,390.0,390.0,87902,87902.0,390,390.0,363,363.0,9085,9085.0,5.40089006668299e-05,9085.0,9085.0,363.0,363.0
BraTS-GLI-00096-100,00096,100,5838796,"182,218,182",0.0,6574.10595703125,470.6635437011719,915.6758422851562,22.57191215881608,5864249,"182,218,182",0.0,2826.23388671875,389.5868835449219,758.763671875,22.57191215881608,5825222,"182,218,182",0.0,1653.7684326171875,150.1674041748047,299.2571716308594,22.5710258589077,5865026,"182,218,182",0.0,2280.401611328125,151.15762329101562,310.54046630859375,22.57191215881608,57046,"182,218,182",5,107064,107064.0,232.0,232.0,119316,119316.0,232,232.0,445,445.0,12252,12252.0,3.212837167872958e-05,12252.0,12252.0,445.0,445.0
BraTS-GLI-00463-100,00463,100,5977569,"182,218,182",0.0,8711.287109375,530.7030029296875,1019.4362182617188,23.37134082773764,6031221,"182,218,182",0.0,3525.365234375,409.9283142089844,770.9894409179688,23.37134082773764,6078394,"182,218,182",0.0,1515.488525390625,131.20115661621094,255.87615966796875,23.372614883855935,6022202,"182,218,182",0.0,2750.242431640625,184.96139526367188,385.8111267089844,23.37134082773764,39715,"182,218,182",5,32988,32988.0,2037.0,2037.0,48662,48662.0,2037,2037.0,314,314.0,15674,15674.0,0.00028209264271367304,15674.0,15674.0,314.0,314.0
BraTS-GLI-00463-101,00463,101,5697047,"182,218,182",0.0,7089.927734375,477.95343017578125,922.5342407226562,22.406340257182077,5754793,"182,218,182",0.0,3964.421142578125,423.6331481933594,804.7311401367188,22.406340257182077,5740743,"182,218,182",0.0,1871.45068359375,140.7041015625,278.7728271484375,22.406340257182077,5749659,"182,218,182",0.0,2595.378662109375,170.8509979248047,362.6068115234375,22.406340257182077,39334,"182,218,182",5,24884,24884.0,1549.0,1549.0,36196,36196.0,1549,1549.0,1412,1412.0,11312,11312.0,0.0002145122746997936,11312.0,11312.0,1412.0,1412.0
BraTS-GLI-00469-100,00469,100,5532530,"182,218,182",0.0,7281.1015625,397.7034606933594,826.56103515625,21.24098051358864,5482277,"182,218,182",0.0,4635.9345703125,577.8590698242188,1179.7105712890625,21.24098051358864,5470841,"182,218,182",0.0,2021.19287109375,179.15673828125,372.9870300292969,21.24070354486727,5493277,"182,218,182",0.0,3460.5048828125,274.2027282714844,581.1529541015625,21.24098051358864,56477,"182,218,182",4,99299,99299.0,,,134210,134210.0,0,0.0,9674,9674.0,34911,34911.0,0.0,34911.0,34911.0,9674.0,9674.0
BraTS-GLI-00469-101,00469,101,4982563,"182,218,182",0.0,6620.6484375,374.4537048339844,791.7241821289062,19.51762573549044,5017664,"182,218,182",0.0,3537.57666015625,334.03240966796875,697.5901489257812,19.51762573549044,5095559,"182,218,182",0.0,1378.3492431640625,95.49303436279297,207.73936462402344,19.51762573549044,5034944,"182,218,182",0.0,3202.77001953125,183.56210327148438,440.90350341796875,19.51762573549044,40176,"182,218,182",5,26946,26946.0,1131.0,1131.0,33457,33457.0,1131,1131.0,9067,9067.0,6511,6511.0,0.0001566258119338067,6511.0,6511.0,9067.0,9067.0
BraTS-GLI-00472-100,00472,100,6113946,"182,218,182",0.0,6875.53125,551.401123046875,1064.6181640625,23.65006830048669,6131799,"182,218,182",0.0,4082.1455078125,537.5167236328125,1038.6309814453125,23.65006830048669,6123882,"182,218,182",0.0,1818.4979248046875,150.9253387451172,296.8061218261719,23.65052529887695,6128338,"182,218,182",0.0,4333.1220703125,366.7298583984375,751.6902465820312,23.65006830048669,34007,"182,218,182",3,10088,10088.0,15519.0,15519.0,10088,10088.0,15519,15519.0,0,0.0,0,0.0,0.0021491387934577774,,,,
BraTS-GLI-00472-101,00472,101,5841175,"182,218,182",0.0,8228.3896484375,627.735595703125,1210.2813720703125,22.9808841727886,5926275,"182,218,182",0.0,4084.91357421875,522.9130859375,1016.272705078125,22.9808841727886,5890069,"182,218,182",0.0,2353.409912109375,191.8546142578125,382.8775634765625,22.9808841727886,5927357,"182,218,182",0.0,5813.4599609375,447.062744140625,928.7236328125,22.9808841727886,33543,"182,218,182",3,8833,8833.0,14017.0,14017.0,8833,8833.0,14017,14017.0,0,0.0,0,0.0,0.00194113528371014,,,,
BraTS-GLI-00483-100,00483,100,5998304,"182,218,182",0.0,6341.5048828125,433.8206481933594,824.192626953125,23.199149373662934,5963826,"182,218,182",0.0,3630.27001953125,388.8633117675781,737.90185546875,23.199149373662934,6091137,"182,218,182",0.0,1444.8548583984375,107.22795104980469,213.6085662841797,23.19917707053507,5991653,"182,218,182",0.0,2667.891845703125,186.15660095214844,395.0824279785156,23.199149373662934,44891,"182,218,182",4,55270,55270.0,1540.0,1540.0,55981,55981.0,1540,1540.0,0,0.0,711,711.0,0.000213265915453636,711.0,711.0,,
BraTS-GLI-00485-100,00485,100,5085119,"182,218,182",0.0,8408.3046875,470.9139709472656,1019.17919921875,19.68130040138307,5123648,"182,218,182",0.0,3593.278076171875,427.4681091308594,932.7749633789062,19.68130040138307,5123800,"182,218,182",0.0,1689.118896484375,120.3338394165039,267.96148681640625,19.681785096645466,5185552,"182,218,182",0.0,9162.5927734375,440.10980224609375,1028.836669921875,19.68130040138307,35620,"182,218,182",5,14946,14946.0,3742.0,3742.0,17781,17781.0,3742,3742.0,427,427.0,2835,2835.0,0.0005182084776801986,2835.0,2835.0,427.0,427.0
BraTS-GLI-00483-101,00483,101,5747397,"182,218,182",0.0,10245.7177734375,637.2908935546875,1236.70654296875,22.72396798684731,5881647,"182,218,182",0.0,3886.918212890625,480.2500305175781,932.675537109375,22.72396798684731,5798341,"182,218,182",0.0,2000.810546875,180.84913635253906,357.7195129394531,22.72396798684731,5787419,"182,218,182",0.0,3782.546875,313.7333679199219,634.9389038085938,22.72396798684731,46391,"182,218,182",4,63585,63585.0,1422.0,1422.0,64006,64006.0,1422,1422.0,0,0.0,421,421.0,0.00019692476089290284,421.0,421.0,,
BraTS-GLI-00485-101,00485,101,4871955,"182,218,182",0.0,10149.732421875,504.4827575683594,1102.93212890625,19.12284836848805,4934228,"182,218,182",0.0,4074.06298828125,470.55419921875,1023.00732421875,19.12284836848805,4905236,"182,218,182",0.0,2289.53466796875,165.11805725097656,368.1135559082031,19.12284836848805,4931085,"182,218,182",0.0,4882.67529296875,296.9755554199219,690.681884765625,19.12284836848805,36556,"182,218,182",5,11127,11127.0,7020.0,7020.0,14155,14155.0,7020,7020.0,538,538.0,3028,3028.0,0.0009721602120029381,3028.0,3028.0,538.0,538.0
BraTS-GLI-00491-100,00491,100,5863282,"182,218,182",0.0,8243.2607421875,559.0597534179688,1079.2833251953125,22.912098990836764,5945645,"182,218,182",0.0,4112.208984375,465.2964172363281,894.9689331054688,22.912098990836764,5948084,"182,218,182",0.0,1921.2236328125,144.10916137695312,286.366943359375,22.911268084672663,5917349,"182,218,182",0.0,3472.05908203125,213.3223419189453,464.982421875,22.912098990836764,49704,"182,218,182",4,43239,43239.0,7940.0,7940.0,52048,52048.0,7940,7940.0,0,0.0,8809,8809.0,0.001099565823832383,8809.0,8809.0,,
BraTS-GLI-00491-101,00491,101,5446199,"182,218,182",0.0,4461.755859375,305.2248840332031,601.460693359375,21.756765514956868,5470851,"182,218,182",0.0,2447.110595703125,304.5574035644531,595.6172485351562,21.756765514956868,5659102,"182,218,182",0.0,1506.8365478515625,105.42994689941406,215.7905731201172,21.756765514956868,5532313,"182,218,182",0.0,2219.895263671875,176.92926025390625,365.9008483886719,21.756765514956868,55351,"182,218,182",4,61254,61254.0,4797.0,4797.0,73399,73399.0,4797,4797.0,0,0.0,12145,12145.0,0.0006643094782020077,12145.0,12145.0,,
BraTS-GLI-00498-100,00498,100,5320942,"182,218,182",0.0,5401.2900390625,345.3086853027344,702.0462646484375,20.90414500309651,5286473,"182,218,182",0.0,3166.942626953125,308.5826721191406,625.136474609375,20.90414500309651,5487023,"182,218,182",0.0,1291.73876953125,97.65901947021484,205.43505859375,20.904560456178565,5424517,"182,218,182",0.0,2606.762451171875,169.54000854492188,383.49444580078125,20.90414500309651,38891,"182,218,182",5,13717,13717.0,16253.0,16253.0,18533,18533.0,16253,16253.0,14,14.0,4816,4816.0,0.002250786314199965,4816.0,4816.0,14.0,14.0
BraTS-GLI-00505-100,00505,100,5113462,"182,218,182",0.0,7946.08251953125,422.19073486328125,893.119384765625,19.818081404430835,5156813,"182,218,182",0.0,3479.963134765625,362.43115234375,764.3885498046875,19.818081404430835,5172536,"182,218,182",0.0,1697.0401611328125,114.18605041503906,250.317626953125,19.8162118655616,5168955,"182,218,182",0.0,2661.584716796875,152.48397827148438,354.6783447265625,19.818081404430835,39327,"182,218,182",4,25441,25441.0,13807.0,13807.0,25523,25523.0,13807,13807.0,0,0.0,82,82.0,0.0019120535679664624,82.0,82.0,,
BraTS-GLI-00498-101,00498,101,5011336,"182,218,182",0.0,8092.748046875,488.8882751464844,1015.0441284179688,19.845127400072453,5110482,"182,218,182",0.0,4227.84326171875,398.89105224609375,816.4103393554688,19.845127400072453,5108323,"182,218,182",0.0,2017.3709716796875,134.1964874267578,291.03570556640625,19.845127400072453,5079215,"182,218,182",0.0,2665.519287109375,166.36961364746094,377.49432373046875,19.845127400072453,56121,"182,218,182",5,84795,84795.0,7415.0,7415.0,97335,97335.0,7415,7415.0,198,198.0,12540,12540.0,0.0010268615344731888,12540.0,12540.0,198.0,198.0
