case_id,patient,sequence,t1c_bytes,t1c_shape,t1c_min,t1c_max,t1c_mean,t1c_std,t1c_nonzero_pct,t1n_bytes,t1n_shape,t1n_min,t1n_max,t1n_mean,t1n_std,t1n_nonzero_pct,t2f_bytes,t2f_shape,t2f_min,t2f_max,t2f_mean,t2f_std,t2f_nonzero_pct,t2w_bytes,t2w_shape,t2w_min,t2w_max,t2w_mean,t2w_std,t2w_nonzero_pct
BraTS-GLI-02109-103,02109,103,13381054,"182,218,182",0.0,2352.751708984375,110.0429458618164,206.60833740234375,23.822619813899177,13390695,"182,218,182",0.0,1600.311279296875,99.11752319335938,185.4880828857422,23.822619813899177,13381944,"182,218,182",0.0,854.1864013671875,67.91377258300781,129.63534545898438,23.822619813899177,13430405,"182,218,182",0.0,2045.48193359375,133.10324096679688,261.1056213378906,23.822619813899177
BraTS-GLI-02109-104,02109,104,13592680,"182,218,182",0.0,8297.900390625,412.0972900390625,783.1300048828125,24.148944361415374,13607939,"182,218,182",0.0,3389.154541015625,358.6856384277344,682.14990234375,24.148944361415374,13571152,"182,218,182",0.0,1841.78466796875,210.1602783203125,385.50201416015625,24.148944361415374,13608984,"182,218,182",0.0,2486.6083984375,187.2075653076172,377.1740417480469,24.148944361415374
BraTS-GLI-02113-100,02113,100,10546193,"182,218,182",0.0,2246.268310546875,85.83826446533203,187.57992553710938,18.61830829720738,10559241,"182,218,182",0.0,1553.4578857421875,78.41204833984375,171.35372924804688,18.61830829720738,10563506,"182,218,182",0.0,779.1940307617188,46.8489990234375,102.87734985351562,18.61830829720738,10598160,"182,218,182",0.0,2284.969482421875,109.33512878417969,256.5259094238281,18.61830829720738
BraTS-GLI-02113-101,02113,101,10568923,"182,218,182",0.0,868.179931640625,43.322872161865234,95.3453369140625,18.627559052501084,10584139,"182,218,182",0.0,423.888427734375,38.38927459716797,84.6761703491211,18.627559052501084,10573828,"182,218,182",0.0,521.8321533203125,34.98836898803711,76.52049255371094,18.627559052501084,10602385,"182,218,182",0.0,1470.1856689453125,78.41548919677734,189.30010986328125,18.627351325960056
BraTS-GLI-02122-100,02122,100,12113876,"182,218,182",0.0,8054.53125,375.7262268066406,763.408447265625,21.432878292188708,12128233,"182,218,182",0.0,4586.48583984375,318.79022216796875,649.669921875,21.432878292188708,12096184,"182,218,182",0.0,2297.297607421875,190.21389770507812,376.0462951660156,21.432878292188708,12133118,"182,218,182",0.0,2318.130615234375,158.271728515625,337.868408203125,21.432878292188708
BraTS-GLI-02122-101,02122,101,12008730,"182,218,182",0.0,8904.0361328125,391.9715881347656,798.0886840820312,21.242780810277534,12018985,"182,218,182",0.0,4351.14111328125,339.5244445800781,694.8533935546875,21.242780810277534,11999501,"182,218,182",0.0,2171.0634765625,174.4711456298828,348.1170349121094,21.242780810277534,12030698,"182,218,182",0.0,2198.118408203125,155.02725219726562,333.4892272949219,21.242780810277534
BraTS-GLI-02125-100,02125,100,11016892,"182,218,182",0.0,9540.5126953125,395.0941467285156,860.8326416015625,19.42125446889032,11022870,"182,218,182",0.0,5575.36376953125,348.06463623046875,749.5734252929688,19.42125446889032,11001608,"182,218,182",0.0,1750.7039794921875,148.84530639648438,314.2725830078125,19.42125446889032,11016530,"182,218,182",0.0,2370.125244140625,155.55995178222656,346.95880126953125,19.42125446889032
BraTS-GLI-02125-101,02125,101,10776036,"182,218,182",0.0,1707.760009765625,70.62267303466797,151.82098388671875,19.020494577506373,10781356,"182,218,182",0.0,1327.082763671875,63.9086799621582,136.8645477294922,19.020494577506373,10794076,"182,218,182",0.0,670.3092651367188,42.63911437988281,93.1181640625,19.020494577506373,10807383,"182,218,182",0.0,1343.061767578125,89.14881896972656,196.11485290527344,19.020480729070304
BraTS-GLI-02126-100,02126,100,10332824,"182,218,182",0.0,2079.427734375,78.17886352539062,174.39251708984375,18.217548405823432,10346114,"182,218,182",0.0,1493.1458740234375,72.60707092285156,160.4248046875,18.217548405823432,10343614,"182,218,182",0.0,917.2711181640625,41.43771743774414,91.96627044677734,18.217548405823432,10373508,"182,218,182",0.0,1933.463623046875,103.22772216796875,239.9408416748047,18.217548405823432
BraTS-GLI-02126-101,02126,101,10331312,"182,218,182",0.0,2058.564697265625,78.60629272460938,174.18016052246094,18.201830430885778,10342464,"182,218,182",0.0,1408.2650146484375,69.84761810302734,154.66412353515625,18.201830430885778,10335322,"182,218,182",0.0,975.7249145507812,43.37068557739258,96.35702514648438,18.201151857518425,10364885,"182,218,182",0.0,1724.88232421875,100.4622573852539,234.03030395507812,18.201830430885778
BraTS-GLI-02127-100,02127,100,12110245,"182,218,182",0.0,1529.928466796875,86.33688354492188,170.4526824951172,21.495154709188384,12105413,"182,218,182",0.0,770.4059448242188,77.683837890625,152.6316680908203,21.495154709188384,12131404,"182,218,182",0.0,896.1524658203125,61.073387145996094,125.826416015625,21.494670013925987,12180954,"182,218,182",0.0,1973.667724609375,101.35951232910156,226.3186492919922,21.494199167099662
BraTS-GLI-02127-101,02127,101,11810512,"182,218,182",0.0,1631.11767578125,87.1559829711914,175.02735900878906,20.912412519429356,11808976,"182,218,182",0.0,729.9334716796875,79.08222198486328,158.66087341308594,20.912412519429356,11813838,"182,218,182",0.0,1301.619140625,58.99647521972656,122.0262680053711,20.911637007009524,11867089,"182,218,182",0.0,2186.948486328125,112.22602081298828,259.13836669921875,20.91228788350474
BraTS-GLI-02127-102,02127,102,12008974,"182,218,182",0.0,1877.8240966796875,93.29618072509766,185.85781860351562,21.284533845023816,12007350,"182,218,182",0.0,739.3499145507812,83.6788330078125,165.76063537597656,21.284533845023816,12022855,"182,218,182",0.0,770.1502685546875,65.03516387939453,134.16064453125,21.28449229971561,12070392,"182,218,182",0.0,2389.95361328125,117.58714294433594,265.2909851074219,21.284533845023816
BraTS-GLI-02127-103,02127,103,11765782,"182,218,182",0.0,8379.2783203125,421.81585693359375,873.6447143554688,20.784965362291704,11777834,"182,218,182",0.0,4205.5322265625,374.39996337890625,778.8991088867188,20.784965362291704,11747984,"182,218,182",0.0,2024.7825927734375,204.84451293945312,419.2981872558594,20.784965362291704,11781663,"182,218,182",0.0,2562.690673828125,170.2933349609375,378.3775329589844,20.784965362291704
BraTS-GLI-02130-100,02130,100,11900310,"182,218,182",0.0,1924.7403564453125,84.31462860107422,168.85537719726562,21.101928367025653,11913578,"182,218,182",0.0,1046.2606201171875,76.83036041259766,153.8861541748047,21.101928367025653,11927097,"182,218,182",0.0,669.717529296875,43.37007522583008,87.20092010498047,21.101928367025653,11947924,"182,218,182",0.0,1514.4420166015625,101.77660369873047,211.83538818359375,21.101928367025653
BraTS-GLI-02130-101,02130,101,11613456,"182,218,182",0.0,2676.218994140625,130.75657653808594,267.5143737792969,20.584149190863577,11639427,"182,218,182",0.0,1016.1223754882812,110.16817474365234,226.54782104492188,20.584149190863577,11610934,"182,218,182",0.0,252.4389190673828,24.85184669494629,50.8154296875,20.584149190863577,11660914,"182,218,182",0.0,688.6708374023438,47.78959274291992,100.4502944946289,20.584149190863577
BraTS-GLI-02130-102,02130,102,12419699,"182,218,182",0.0,9147.1396484375,440.2230224609375,881.0171508789062,22.01423563834089,12442023,"182,218,182",0.0,3802.488037109375,386.4974365234375,773.7874145507812,22.01423563834089,12417614,"182,218,182",0.0,1848.982421875,197.19325256347656,381.7303161621094,22.01423563834089,12448021,"182,218,182",0.0,2214.912353515625,143.5186309814453,299.72930908203125,22.013930972747385
BraTS-GLI-02130-103,02130,103,11945631,"182,218,182",0.0,1026.7537841796875,50.191856384277344,101.18861389160156,21.160216434437626,11964446,"182,218,182",0.0,509.4327697753906,44.542083740234375,89.94266510009766,21.160216434437626,11932730,"182,218,182",0.0,527.8724365234375,39.774330139160156,78.79071044921875,21.160216434437626,11972732,"182,218,182",0.0,1355.1376953125,84.261474609375,180.82725524902344,21.159759436047366
BraTS-GLI-02133-100,02133,100,10390483,"182,218,182",0.0,1666.0941162109375,68.76737213134766,151.62481689453125,18.319583682775537,10396592,"182,218,182",0.0,583.0518188476562,63.320064544677734,139.58432006835938,18.319583682775537,10410774,"182,218,182",0.0,595.4413452148438,34.88545608520508,77.44701385498047,18.319583682775537,10427886,"182,218,182",0.0,1569.3712158203125,90.87842559814453,212.51266479492188,18.319583682775537
BraTS-GLI-02133-101,02133,101,10271385,"182,218,182",0.0,1794.34326171875,73.21141815185547,162.68699645996094,18.093701842063574,10275953,"182,218,182",0.0,598.3430786132812,65.98566436767578,146.3822784423828,18.093701842063574,10287316,"182,218,182",0.0,603.1549072265625,37.92723846435547,85.30274963378906,18.093701842063574,10300461,"182,218,182",0.0,1553.764892578125,89.27367401123047,207.0467987060547,18.093701842063574
BraTS-GLI-02133-102,02133,102,10707881,"182,218,182",0.0,1685.4486083984375,68.54327392578125,148.78182983398438,18.88134549189091,10708816,"182,218,182",0.0,649.3496704101562,61.583457946777344,133.0481414794922,18.88134549189091,10734843,"182,218,182",0.0,728.0814208984375,37.164615631103516,84.64862823486328,18.881317795018774,10750424,"182,218,182",0.0,1909.892578125,99.22858428955078,235.0929718017578,18.88133164345484
BraTS-GLI-02133-103,02133,103,10948402,"182,218,182",0.0,7822.0703125,331.2090759277344,729.7207641601562,19.281592991140325,10954305,"182,218,182",0.0,4297.72021484375,292.814697265625,641.091796875,19.281592991140325,10938797,"182,218,182",0.0,2568.416259765625,156.07354736328125,335.1208190917969,19.281592991140325,10965161,"182,218,182",0.0,1913.167236328125,126.73422241210938,296.0815124511719,19.281592991140325
BraTS-GLI-02148-100,02148,100,12163222,"182,218,182",0.0,16061.328125,580.0089721679688,1201.9820556640625,21.495888676300005,12175956,"182,218,182",0.0,8437.5205078125,505.17181396484375,1048.529052734375,21.495888676300005,12157688,"182,218,182",0.0,1450.697998046875,128.8096923828125,265.58514404296875,21.495099315444108,12182113,"182,218,182",0.0,3897.027587890625,268.13018798828125,587.6092529296875,21.495888676300005
BraTS-GLI-02148-101,02148,101,12314447,"182,218,182",0.0,2193.321044921875,94.46778106689453,187.85403442382812,21.825647635961175,12322388,"182,218,182",0.0,1317.55126953125,79.98185729980469,159.15524291992188,21.825647635961175,12345466,"182,218,182",0.0,925.7002563476562,47.384029388427734,95.91020202636719,21.825647635961175,12363760,"182,218,182",0.0,1810.4141845703125,120.37592315673828,259.24334716796875,21.825301425059465
BraTS-GLI-02177-100,02177,100,12194848,"182,218,182",0.0,5367.50439453125,263.3133544921875,542.2679443359375,21.549025125494527,12204226,"182,218,182",0.0,2766.839111328125,235.48733520507812,490.5250244140625,21.549025125494527,12189413,"182,218,182",0.0,551.5917358398438,44.34751510620117,89.77106475830078,21.549025125494527,12209892,"182,218,182",0.0,1433.9722900390625,92.68335723876953,195.2046356201172,21.549025125494527
BraTS-GLI-02177-101,02177,101,12416585,"182,218,182",0.0,1180.3875732421875,69.01546478271484,137.8612518310547,21.97960069973378,12421633,"182,218,182",0.0,656.8618774414062,61.684669494628906,123.81434631347656,21.97960069973378,12425542,"182,218,182",0.0,589.2896118164062,44.07154846191406,89.04122161865234,21.97960069973378,12450175,"182,218,182",0.0,1254.2335205078125,101.70718383789062,218.55116271972656,21.97960069973378
BraTS-GLI-02180-100,02180,100,11749965,"182,218,182",0.0,6545.63720703125,277.53326416015625,583.9279174804688,20.74447253522765,11765192,"182,218,182",0.0,2733.91650390625,235.9516143798828,503.276611328125,20.74447253522765,11745202,"182,218,182",0.0,545.7384033203125,40.96086883544922,84.53528594970703,20.74447253522765,11768226,"182,218,182",0.0,1791.8365478515625,102.0409164428711,219.66505432128906,20.74447253522765
BraTS-GLI-02180-101,02180,101,12038447,"182,218,182",0.0,10801.7890625,431.12542724609375,902.7314453125,21.273552035221556,12056724,"182,218,182",0.0,3693.193115234375,356.5263671875,745.106689453125,21.273552035221556,12030284,"182,218,182",0.0,1776.2064208984375,169.7941436767578,340.8228454589844,21.27353818678549,12059486,"182,218,182",0.0,2273.881103515625,151.3867950439453,338.41650390625,21.273552035221556
BraTS-GLI-02180-102,02180,102,12107098,"182,218,182",0.0,9185.8671875,383.1521911621094,790.7249755859375,21.39950356126382,12123466,"182,218,182",0.0,3731.537841796875,331.262451171875,687.633056640625,21.39950356126382,12098698,"182,218,182",0.0,1688.3543701171875,167.63551330566406,334.3479309082031,21.39950356126382,12123316,"182,218,182",0.0,2347.68310546875,166.59884643554688,364.83843994140625,21.39950356126382
BraTS-GLI-02180-103,02180,103,11674315,"182,218,182",0.0,8135.34521484375,266.6424560546875,566.4081420898438,20.613050876938367,11692906,"182,218,182",0.0,2929.596435546875,220.2503204345703,472.09881591796875,20.613050876938367,11673131,"182,218,182",0.0,519.8276977539062,40.163639068603516,83.20063018798828,20.613050876938367,11694955,"182,218,182",0.0,1577.826416015625,96.89605712890625,208.42422485351562,20.613050876938367
BraTS-GLI-02180-104,02180,104,11790184,"182,218,182",0.0,6836.36474609375,294.5489807128906,618.2925415039062,20.819655694643092,11805316,"182,218,182",0.0,2741.931884765625,252.8832244873047,534.9093627929688,20.819655694643092,11765936,"182,218,182",0.0,622.1555786132812,57.71309280395508,119.59355163574219,20.819655694643092,11817637,"182,218,182",0.0,1817.514892578125,94.14630126953125,208.90133666992188,20.819655694643092
BraTS-GLI-02180-105,02180,105,11754259,"182,218,182",0.0,6327.73193359375,271.91180419921875,568.7813110351562,20.766283822035412,11771593,"182,218,182",0.0,2480.889892578125,237.40049743652344,500.103271484375,20.766283822035412,11737259,"182,218,182",0.0,609.0374755859375,51.69684600830078,107.34858703613281,20.766283822035412,11789381,"182,218,182",0.0,1739.124267578125,84.22537231445312,187.8504180908203,20.766283822035412
BraTS-GLI-02187-100,02187,100,13632099,"182,218,182",0.0,5583.06396484375,286.760498046875,549.1277465820312,24.180311069110346,13640596,"182,218,182",0.0,3266.016357421875,243.2905731201172,465.3007507324219,24.180311069110346,13602523,"182,218,182",0.0,1152.6041259765625,106.31831359863281,199.47091674804688,24.18015873631359,13648105,"182,218,182",0.0,2267.87255859375,156.2175750732422,311.6612548828125,24.180311069110346
BraTS-GLI-02187-101,02187,101,13466025,"182,218,182",0.0,10592.658203125,537.7496948242188,1032.45556640625,23.907067577044387,13480782,"182,218,182",0.0,4597.64697265625,469.57098388671875,888.971923828125,23.907067577044387,13455551,"182,218,182",0.0,2310.813720703125,219.6444549560547,408.9902038574219,23.907067577044387,13492537,"182,218,182",0.0,2938.029541015625,224.23196411132812,453.5867004394531,23.906818305195156
BraTS-GLI-02187-102,02187,102,13537570,"182,218,182",0.0,6148.96142578125,328.0868835449219,628.8327026367188,24.01638713136848,13551194,"182,218,182",0.0,3145.777587890625,281.5911560058594,539.876953125,24.01638713136848,13493298,"182,218,182",0.0,1432.7230224609375,127.5140380859375,238.12489318847656,24.01638713136848,13550386,"182,218,182",0.0,2699.7490234375,203.88955688476562,411.80609130859375,24.01638713136848
BraTS-GLI-02189-100,02189,100,11880845,"182,218,182",0.0,1087.49609375,52.944278717041016,109.6529769897461,21.04123067173778,11895075,"182,218,182",0.0,430.636962890625,46.70860290527344,97.15170288085938,21.04123067173778,11894208,"182,218,182",0.0,642.0206909179688,41.07881164550781,85.49827575683594,21.04120297486564,11911983,"182,218,182",0.0,1133.301025390625,86.08948516845703,186.72328186035156,21.04123067173778
BraTS-GLI-02189-101,02189,101,11676141,"182,218,182",0.0,1913.808837890625,74.66372680664062,156.0275421142578,20.669538647661444,11683087,"182,218,182",0.0,926.8089599609375,66.5344009399414,137.9870147705078,20.669538647661444,11697913,"182,218,182",0.0,669.8741455078125,40.974327087402344,86.1678695678711,20.669538647661444,11709972,"182,218,182",0.0,1607.7110595703125,107.02313995361328,230.9839630126953,20.669538647661444
BraTS-GLI-02190-100,02190,100,12861523,"182,218,182",0.0,13288.17578125,606.9960327148438,1181.740478515625,22.815298422718524,12883665,"182,218,182",0.0,5444.50439453125,530.185791015625,1035.815673828125,22.815298422718524,12827683,"182,218,182",0.0,1978.24169921875,234.17384338378906,443.9463195800781,22.815298422718524,12879570,"182,218,182",0.0,3038.392822265625,196.5511474609375,400.4206848144531,22.815298422718524
BraTS-GLI-02190-101,02190,101,12557567,"182,218,182",0.0,2628.58642578125,106.00347137451172,205.36422729492188,22.323983607883193,12581931,"182,218,182",0.0,1780.5631103515625,95.74617004394531,185.5399932861328,22.323983607883193,12579897,"182,218,182",0.0,888.0621948242188,59.00080871582031,114.3817367553711,22.323983607883193,12632892,"182,218,182",0.0,2197.022705078125,121.46309661865234,253.4674530029297,22.323014217358406
BraTS-GLI-02210-100,02210,100,5605848,"182,218,182",0.0,1206.6719970703125,68.55355072021484,137.09548950195312,21.514057824421773,5617066,"182,218,182",0.0,497.2810363769531,60.90241622924805,121.94700622558594,21.514057824421773,5627008,"182,218,182",0.0,589.8702392578125,45.614933013916016,91.26842498779297,21.513947036933224,5707709,"182,218,182",0.0,1332.5301513671875,87.59791564941406,184.320556640625,21.514057824421773
BraTS-GLI-02210-101,02210,101,5542015,"182,218,182",0.0,1666.231689453125,79.10610961914062,159.26258850097656,21.249109545560803,5523031,"182,218,182",0.0,983.48291015625,71.97181701660156,144.65029907226562,21.249109545560803,5580224,"182,218,182",0.0,849.5418090820312,44.52349853515625,91.26509094238281,21.249109545560803,5680023,"182,218,182",0.0,1697.07080078125,112.52389526367188,241.8030242919922,21.249109545560803
BraTS-GLI-02210-102,02210,102,5815460,"182,218,182",0.0,10062.8193359375,446.72705078125,909.1423950195312,21.878784085155694,5819204,"182,218,182",0.0,3692.726806640625,375.22808837890625,755.4131469726562,21.878784085155694,5731334,"182,218,182",0.0,1922.62109375,165.33871459960938,324.5948181152344,21.878784085155694,5812515,"182,218,182",0.0,2221.61767578125,153.95816040039062,327.75616455078125,21.878784085155694
BraTS-GLI-02210-103,02210,103,5740345,"182,218,182",0.0,7677.7744140625,372.5646057128906,760.6134033203125,21.690403809317004,5731138,"182,218,182",0.0,2992.373046875,324.3030090332031,656.3843383789062,21.690403809317004,5686891,"182,218,182",0.0,1838.451171875,161.619873046875,319.5426025390625,21.690403809317004,5762294,"182,218,182",0.0,2288.161865234375,155.9247283935547,334.26605224609375,21.690403809317004
BraTS-GLI-02210-104,02210,104,5563877,"182,218,182",0.0,2066.125,90.80599975585938,185.02120971679688,21.08280367681517,5538660,"182,218,182",0.0,1015.401123046875,81.66625213623047,165.98524475097656,21.08280367681517,5663466,"182,218,182",0.0,276.8995666503906,25.36846923828125,53.834075927734375,21.078316783529,5641330,"182,218,182",0.0,1935.0621337890625,126.98733520507812,281.36492919921875,21.08280367681517
BraTS-GLI-02212-100,02212,100,5715648,"182,218,182",0.0,1230.285888671875,63.03410339355469,125.91678619384766,21.867816123789506,5736003,"182,218,182",0.0,501.93408203125,56.13165283203125,112.20345306396484,21.867816123789506,5744167,"182,218,182",0.0,1799.0186767578125,44.2578125,89.15153503417969,21.867816123789506,5798828,"182,218,182",0.0,1944.55615234375,85.73908996582031,181.85250854492188,21.86778842691737
BraTS-GLI-02212-101,02212,101,5812400,"182,218,182",0.0,7996.0419921875,382.55548095703125,787.8103637695312,21.88685772338358,5783490,"182,218,182",0.0,3372.466552734375,323.6722717285156,653.9241943359375,21.88685772338358,5753926,"182,218,182",0.0,1854.3389892578125,163.40396118164062,324.0048828125,21.88685772338358,5821636,"182,218,182",0.0,2084.713134765625,154.62814331054688,333.5516662597656,21.88685772338358
BraTS-GLI-02212-102,02212,102,5649865,"182,218,182",0.0,1273.1746826171875,58.072139739990234,117.96920013427734,21.546075408611955,5670549,"182,218,182",0.0,405.81280517578125,51.95537185668945,105.41739654541016,21.546075408611955,5683432,"182,218,182",0.0,525.6047973632812,41.05839157104492,83.68356323242188,21.546075408611955,5725780,"182,218,182",0.0,1074.1689453125,85.45438385009766,183.7309112548828,21.546033863303748
BraTS-GLI-02212-103,02212,103,5584915,"182,218,182",0.0,1781.1221923828125,74.51882934570312,151.08209228515625,21.409197466511714,5565061,"182,218,182",0.0,590.245849609375,67.36231994628906,135.45272827148438,21.409197466511714,5665855,"182,218,182",0.0,630.490234375,40.516151428222656,83.6221694946289,21.409197466511714,5716983,"182,218,182",0.0,1729.7015380859375,115.41659545898438,255.75759887695312,21.409183618075645
BraTS-GLI-02212-104,02212,104,5660499,"182,218,182",0.0,2352.973388671875,94.88069152832031,192.87608337402344,21.429277698810917,5629819,"182,218,182",0.0,874.77294921875,84.04317474365234,169.1566925048828,21.429277698810917,5752219,"182,218,182",0.0,284.8977966308594,24.980207443237305,53.096195220947266,21.425026228937913,5728144,"182,218,182",0.0,2034.61572265625,147.18177795410156,325.1522521972656,21.429250001938783
BraTS-GLI-02213-100,02213,100,5251084,"182,218,182",0.0,1723.8658447265625,86.78958892822266,180.9190673828125,20.029270054474207,5315282,"182,218,182",0.0,2012.40380859375,91.92156982421875,191.285400390625,20.029270054474207,5234788,"182,218,182",0.0,1397.656982421875,60.107627868652344,125.11963653564453,20.029270054474207,5343125,"182,218,182",0.0,2182.650146484375,130.32467651367188,285.01971435546875,20.029214660729934
BraTS-GLI-02213-101,02213,101,5258239,"182,218,182",0.0,2543.514404296875,96.43449401855469,202.8626251220703,19.867201807165515,5258074,"182,218,182",0.0,1718.8450927734375,87.6981201171875,183.30679321289062,19.867201807165515,5200922,"182,218,182",0.0,833.2561645507812,58.2774543762207,122.11322784423828,19.867201807165515,5288303,"182,218,182",0.0,2225.6298828125,141.6803436279297,312.76983642578125,19.867201807165515
BraTS-GLI-02213-102,02213,102,5165350,"182,218,182",0.0,2204.45166015625,91.23316192626953,194.3350372314453,19.45613867934666,5152936,"182,218,182",0.0,1493.5589599609375,82.24077606201172,174.44781494140625,19.45613867934666,5106687,"182,218,182",0.0,1089.8748779296875,54.413551330566406,116.03191375732422,19.45613867934666,5213678,"182,218,182",0.0,2021.423828125,117.41002655029297,265.7946472167969,19.45613867934666
BraTS-GLI-02213-103,02213,103,5200263,"182,218,182",0.0,2102.27783203125,88.53621673583984,187.50962829589844,19.64715015803835,5183850,"182,218,182",0.0,1605.210205078125,79.78612518310547,168.07200622558594,19.64715015803835,5243045,"182,218,182",0.0,280.39801025390625,26.25349998474121,57.207603454589844,19.64464359110997,5262254,"182,218,182",0.0,2074.638671875,123.61579132080078,279.6566467285156,19.64715015803835
BraTS-GLI-02214-100,02214,100,5071321,"182,218,182",0.0,2339.610595703125,89.73014068603516,193.37147521972656,19.072066153425162,5056168,"182,218,182",0.0,1499.95654296875,79.99604034423828,172.19493103027344,19.072066153425162,5017750,"182,218,182",0.0,939.2382202148438,51.488433837890625,111.56354522705078,19.070556673893705,5117476,"182,218,182",0.0,2101.896240234375,122.47887420654297,280.64703369140625,19.07050128014943
BraTS-GLI-02214-101,02214,101,5002151,"182,218,182",0.0,1862.2530517578125,70.77135467529297,153.6775360107422,19.032722746554786,4990475,"182,218,182",0.0,1394.3489990234375,62.06865310668945,134.965087890625,19.032722746554786,5038273,"182,218,182",0.0,813.7346801757812,39.70272445678711,88.15824890136719,19.032722746554786,5104202,"182,218,182",0.0,1797.2130126953125,92.3518295288086,216.0964813232422,19.032030324751364
